loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100128,B-97584,Auto,2018-01-27,2047-08-23,73058.31,44168.23,0.0382,360,GA,Debt Consolidation,B,16 years,>150k,Late (31-120 days),46,Delta Financial,2020-01-02,2024-08-01,Available,Manual
L-100129,B-11553,Auto,2023-12-09,2033-10-17,270190.36,88987.42,0.0903,120,VT,Other,D,5 years,<50k,Current,0,Beta Loan Servicers,2024-09-10,2024-04-20,Pending,LendingWeb
L-100130,B-45038,Student,2018-11-20,2028-09-28,479852.41,224186.18,0.0592,120,VT,Home Improvement,C,2 years,<50k,Current,0,Delta Financial,2020-01-12,2024-07-18,Expired,Legacy
L-100131,B-93459,Auto,2019-12-03,2022-11-17,252429.9,112868.41,0.1241,36,OR,Debt Consolidation,E,1 years,50k-100k,Late (16-30 days),30,Delta Financial,2020-10-05,2024-01-03,Pending,Legacy
L-100132,B-33508,Personal,2018-03-06,2023-02-08,295582.87,207441.12,0.1155,60,MT,Debt Consolidation,C,5 years,50k-100k,Charged Off,130,Gamma Collections,2019-05-03,2024-03-26,Available,LendingWeb
L-100133,B-17038,Auto,2022-11-26,2027-10-31,420143.96,156492.78,0.1223,60,RI,Major Purchase,G,10 years,<50k,Fully Paid,0,Gamma Collections,2025-03-07,2024-08-16,Missing,LendingWeb
L-100134,B-82487,Student,2022-11-04,2027-10-09,341448.95,214613.48,0.0403,60,SC,Credit Card Refinancing,G,7 years,<50k,Current,0,Gamma Collections,2023-05-10,2024-07-23,Missing,Manual
L-100135,B-51507,Personal,2019-03-13,2022-02-25,7571.64,2624.44,0.0732,36,LA,Debt Consolidation,B,2 years,50k-100k,Default,145,Delta Financial,2019-07-26,2024-01-03,Pending,Legacy
L-100136,B-88240,Personal,2022-04-27,2025-04-11,149464.44,61316.24,0.0402,36,OK,Home Improvement,E,16 years,50k-100k,Fully Paid,0,Delta Financial,2022-11-16,2024-03-09,Pending,LendingWeb
,B-74634,Mortgage,2018-09-17,2023-08-22,220164.75,96185.99,0.0881,60,CA,Credit Card Refinancing,C,7 years,>150k,Charged Off,188,Beta Loan Servicers,2020-01-28,2024-02-05,Pending,Legacy
L-100138,B-61864,Personal,2022-04-06,2032-02-13,222910.35,99082.09,0.1288,120,TN,Medical Expenses,B,9 years,100k-150k,Charged Off,82,Delta Financial,2023-03-23,2024-03-13,Pending,LendingWeb
L-100139,B-92955,Student,2020-09-19,2030-07-29,191147.37,143971.36,0.4623421404265058,120,DE,Medical Expenses,B,18 years,50k-100k,Fully Paid,0,Alpha Servicing,2022-11-02,2024-08-23,Missing,Manual
L-100140,B-48185,Auto,2022-08-03,2052-02-27,73893.67,25291.3,0.0603,360,GA,Other,D,12 years,<50k,Default,184,Delta Financial,2024-04-20,2024-07-18,Expired,Legacy
L-100141,B-57124,Auto,2019-03-24,2024-02-26,330512.81,126919.25,0.1076,60,AZ,Medical Expenses,F,20 years,>150k,Closed,0,Gamma Collections,2021-07-16,2024-07-04,Available,Legacy
L-100142,B-43913,Mortgage,2023-09-23,2028-08-27,225660.38,93176.83,0.1227,60,PA,Other,E,4 years,100k-150k,Current,0,Delta Financial,2024-02-07,2024-05-14,Available,Legacy
L-100143,B-28569,Personal,2021-07-01,2031-05-10,230389.65,61167.04,0.088,120,NM,Debt Consolidation,D,14 years,100k-150k,Current,0,Gamma Collections,2021-09-14,2024-02-01,Pending,Legacy
L-100144,B-98754,Mortgage,2020-09-26,2025-08-31,278195.59,101483.45,0.0812,60,NJ,Home Improvement,G,12 years,50k-100k,Late (16-30 days),26,Delta Financial,2021-12-05,2024-01-24,Missing,Manual
L-100145,B-87621,Student,2022-05-12,2025-04-26,353844.13,93636.92,0.1203,36,CA,Medical Expenses,A,17 years,50k-100k,Late (31-120 days),114,Beta Loan Servicers,2023-09-22,2024-02-09,Expired,LendingWeb
L-100146,B-88246,Student,2022-05-27,2025-05-11,177222.7,137598.23,0.1041,36,UT,Other,G,9 years,<50k,Fully Paid,0,Beta Loan Servicers,2023-05-12,2024-02-08,Pending,Legacy
L-100147,B-33992,Personal,2019-08-03,2049-02-26,212028.36,44588.26,0.076,360,ID,Major Purchase,F,17 years,50k-100k,Charged Off,73,Delta Financial,2020-06-23,2024-03-06,Pending,Manual
L-100148,B-91187,Auto,2022-01-10,2024-12-25,244881.42,245881.42,0.0761,36,OK,Medical Expenses,F,15 years,>150k,Fully Paid,0,Delta Financial,2023-04-10,2024-08-16,Missing,Legacy
L-100149,B-84107,Auto,2020-06-22,2030-05-01,21184.07,5928.89,0.0646,120,WY,Major Purchase,E,15 years,<50k,Charged Off,60,Gamma Collections,2022-09-23,2024-06-18,,Manual
L-100150,B-81611,Mortgage,2022-10-08,2025-09-22,369314.41,230059.74,0.0597,36,AZ,Major Purchase,C,11 years,<50k,Default,61,Beta Loan Servicers,2023-06-09,2024-06-28,Expired,OriginatePro
L-100151,B-90760,Mortgage,2020-04-26,2025-03-31,403693.04,224477.34,0.0939,60,RI,Medical Expenses,B,10 years,100k-150k,Late (31-120 days),177,Gamma Collections,2022-10-21,2024-02-05,Expired,Legacy
L-100152,B-46349,Mortgage,2019-06-28,2024-06-01,77390.5,27680.83,0.0597,60,UT,Major Purchase,D,4 years,100k-150k,Fully Paid,0,Delta Financial,2020-08-15,2024-08-03,Available,Manual
L-100153,B-77582,Personal,2022-02-20,2051-09-16,475375.77,172005.89,0.0303,360,WY,Other,A,14 years,100k-150k,Closed,0,Alpha Servicing,2024-06-13,2024-07-07,Expired,OriginatePro
L-100154,B-74843,Personal,2021-08-15,2031-06-24,-1000.0,96829.84,0.0979,120,NY,Credit Card Refinancing,F,1 years,<50k,Current,0,Delta Financial,2021-09-30,2024-02-28,Missing,Manual
L-100155,B-69836,Auto,2022-10-19,2027-09-23,497868.56,411999.06,0.1359,60,MD,Home Improvement,G,8 years,<50k,Fully Paid,0,Gamma Collections,2023-08-01,2024-02-12,Missing,Legacy
L-100156,B-61949,Personal,2020-08-17,2050-03-13,329465.19,218421.73,0.0301,360,NM,Debt Consolidation,B,18 years,50k-100k,Charged Off,144,Alpha Servicing,2020-09-24,2024-06-27,Available,Manual
L-100157,B-27324,Student,2018-10-18,2023-09-22,194619.61,133238.67,0.0423,60,MA,Credit Card Refinancing,C,4 years,>150k,Closed,0,Beta Loan Servicers,2020-09-03,2024-03-03,Available,OriginatePro
L-100158,B-67684,Personal,2020-05-22,2025-04-26,460347.59,272922.05,0.0831,60,IN,Debt Consolidation,A,4 years,<50k,Charged Off,129,Gamma Collections,2021-09-03,2024-06-26,Missing,OriginatePro
L-100159,B-46302,Auto,2020-10-13,2030-08-22,390589.98,254813.43,0.1317,120,TX,Credit Card Refinancing,B,16 years,50k-100k,Fully Paid,0,Delta Financial,2021-09-10,2024-01-26,Missing,Manual
L-100160,B-60578,Auto,2020-09-14,2050-04-10,320850.75,50312.48,0.1366,360,AL,Credit Card Refinancing,C,4 years,>150k,Closed,0,Delta Financial,2021-10-23,2024-03-25,Expired,Legacy
L-100161,B-12187,Auto,2018-02-26,2028-01-05,111792.75,93689.42,0.1438,120,MT,Medical Expenses,C,20 years,>150k,Default,133,Alpha Servicing,2020-01-12,2024-03-09,Available,LendingWeb
L-100162,B-99999,Mortgage,2024-01-01,2029-08-07,198412.09,120522.53,0.1301,120,UT,Other,A,9 years,>150k,Fully Paid,0,Beta Loan Servicers,2019-12-27,2024-04-03,Expired,Legacy
L-100163,B-69424,Auto,2021-06-20,2026-05-25,64124.29,42727.33,0.1142,60,HI,Major Purchase,C,16 years,100k-150k,Late (16-30 days),21,Beta Loan Servicers,2023-08-26,2024-05-24,Available,Legacy
L-100164,B-53910,Student,2021-01-19,2024-01-04,135160.08,118946.34,0.1053,36,NY,Major Purchase,E,11 years,<50k,Default,176,Beta Loan Servicers,2022-03-01,2024-03-09,Available,Legacy
L-100165,B-39937,Auto,2018-06-30,2021-06-14,126052.97,60179.16,0.076,36,GA,Home Improvement,G,1 years,>150k,Late (16-30 days),21,Beta Loan Servicers,2019-09-29,2024-06-09,Available,LendingWeb
L-100166,B-25650,Auto,2020-01-05,2024-12-09,403147.32,356838.23,0.1445,60,CA,Major Purchase,G,9 years,100k-150k,Late (31-120 days),53,Delta Financial,2020-02-12,2024-06-07,Pending,LendingWeb
L-100167,B-91620,Mortgage,2023-03-16,2033-01-22,297887.01,147361.29,0.1227,120,IL,Other,E,7 years,50k-100k,Current,0,Delta Financial,2023-05-09,2024-04-18,Pending,Legacy
L-100168,B-53911,Auto,2022-03-22,2032-01-29,56454.76,5000.0,0.0586,120,NY,Debt Consolidation,B,8 years,<50k,Closed,0,Beta Loan Servicers,2024-10-25,2024-07-23,Pending,Manual
L-100169,B-21128,Auto,2023-09-02,2028-08-06,320421.76,133129.16,0.101,60,AR,Major Purchase,F,4 years,50k-100k,Late (31-120 days),97,Gamma Collections,2026-05-07,2024-07-23,Pending,LendingWeb
L-100170,B-69343,Personal,2020-08-14,2023-07-30,472059.57,98608.28,0.1224,36,CT,Home Improvement,A,5 years,>150k,Default,111,Delta Financial,2021-01-14,2024-06-25,Missing,Manual
L-100171,B-50410,Student,2020-12-21,2023-12-06,49758.34,37123.58,0.0665,36,VA,Other,E,1 years,50k-100k,Closed,0,Gamma Collections,2021-06-20,2024-02-23,Missing,LendingWeb
L-100172,B-61936,Auto,2021-05-09,2031-03-18,410944.36,98254.41,0.1443,120,NH,Medical Expenses,F,17 years,50k-100k,Current,0,Delta Financial,2021-09-20,2024-03-04,Available,Legacy
L-100173,B-39135,Mortgage,2020-03-22,2049-10-16,189258.67,114357.29,0.1074,360,PA,Medical Expenses,C,2 years,<50k,Current,0,Beta Loan Servicers,2022-11-01,2024-08-26,Missing,Legacy
L-100174,B-53456,Auto,2018-06-24,2048-01-18,30065.66,25234.27,0.082,360,WA,Major Purchase,D,0 years,>150k,Fully Paid,0,Delta Financial,2019-01-16,2024-06-07,Missing,LendingWeb
L-100175,B-46681,Student,2019-09-01,2022-08-16,308982.76,183406.52,0.1077,36,NY,Major Purchase,E,15 years,<50k,Current,0,Gamma Collections,2020-10-27,2024-03-14,Missing,OriginatePro
L-100176,B-92674,Auto,2022-04-16,2032-02-23,242443.8,-500.0,0.0713,120,OR,Medical Expenses,C,12 years,100k-150k,Late (16-30 days),16,Gamma Collections,2024-01-17,2024-04-01,Pending,Legacy
L-100177,B-71824,Personal,2020-08-11,2025-07-16,54566.5,34130.88,0.062,60,WV,Debt Consolidation,G,7 years,>150k,Late (31-120 days),75,Beta Loan Servicers,2021-05-10,2024-06-26,Pending,Legacy
L-100178,B-56095,Mortgage,2020-02-11,2049-09-06,273351.68,65726.16,0.0346,360,AR,Home Improvement,E,7 years,<50k,Charged Off,153,Alpha Servicing,2021-02-14,2024-04-26,Missing,LendingWeb
L-100179,B-33260,Personal,2018-09-01,2021-08-16,78117.45,51851.01,0.047,36,DE,Medical Expenses,G,11 years,<50k,Late (31-120 days),200,Delta Financial,2020-05-23,2024-02-11,Pending,LendingWeb
L-100180,B-27884,Mortgage,2022-11-25,2052-06-20,326344.23,78114.45,0.1462,360,VT,Medical Expenses,G,11 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2024-01-16,2024-05-24,Pending,OriginatePro
L-100181,B-33292,Auto,2022-05-23,2025-05-07,95130.47,33730.75,0.1271,36,SC,Home Improvement,F,18 years,<50k,Default,67,Gamma Collections,2024-07-24,2024-02-08,Pending,LendingWeb
L-100182,B-32005,Auto,2021-10-07,2051-05-03,10640.83,2849.05,0.1132,360,MN,Credit Card Refinancing,G,3 years,<50k,Current,0,Delta Financial,2023-01-28,2024-07-06,Expired,Manual
L-100183,B-59638,Personal,2022-03-18,2025-03-02,415259.45,303548.01,0.0994,36,WI,Other,B,5 years,>150k,Current,0,Alpha Servicing,2023-02-12,2024-01-11,Pending,Legacy
L-100184,B-19725,Personal,2019-11-28,2049-06-23,84647.72,13543.8,0.143,360,CO,Credit Card Refinancing,E,19 years,>150k,Fully Paid,0,Alpha Servicing,2021-03-13,2024-03-20,Expired,OriginatePro
L-100185,B-17019,Auto,2021-09-18,2026-08-23,487327.22,208295.3,0.0965,60,WA,Medical Expenses,C,9 years,100k-150k,Late (16-30 days),17,Alpha Servicing,2022-11-24,2024-08-05,Available,LendingWeb
L-100186,B-10500,Student,2018-12-25,2028-11-02,412829.17,247727.54,0.0876,120,CT,Debt Consolidation,B,5 years,100k-150k,Current,0,Delta Financial,2021-06-06,2024-02-10,Expired,Manual
L-100187,B-74106,Personal,2019-01-09,2048-08-04,96516.2,-500.0,0.0743,360,NH,Debt Consolidation,C,14 years,>150k,Late (31-120 days),88,Gamma Collections,2020-09-07,2024-01-05,Available,Legacy
L-100188,B-97574,Personal,2022-08-23,2027-07-28,279032.94,215591.38,0.1282,60,NE,Medical Expenses,F,15 years,50k-100k,Default,107,Alpha Servicing,2023-10-31,2024-01-17,Missing,Legacy
L-100189,B-68856,Mortgage,2019-11-16,2024-10-20,405188.06,81422.05,0.0808,60,UT,Major Purchase,B,20 years,50k-100k,Closed,0,Gamma Collections,2020-11-07,2024-02-03,Expired,Manual
L-100190,B-82358,Personal,2021-02-05,2050-09-01,458995.15,50439.45,0.114,360,PA,Medical Expenses,G,13 years,<50k,Default,69,Beta Loan Servicers,2022-10-08,2024-02-04,Available,LendingWeb
L-100191,B-80206,Personal,2022-08-11,2032-06-19,194606.52,95059.03,0.1031,120,AZ,Home Improvement,C,12 years,50k-100k,Charged Off,186,Delta Financial,2022-10-19,2024-07-11,Missing,Legacy
L-100192,B-72287,Personal,2022-03-06,2025-02-18,172243.71,126585.63,0.0673,36,NY,Other,F,3 years,50k-100k,Late (16-30 days),20,Delta Financial,2024-06-05,2024-06-09,Expired,Legacy
L-100193,B-34633,Student,2020-05-15,2049-12-09,371767.68,263060.82,0.1341,360,AR,Medical Expenses,G,5 years,<50k,Late (31-120 days),160,Delta Financial,2020-10-30,2024-01-06,Missing,OriginatePro
L-100194,B-17553,Mortgage,2018-05-16,2047-12-10,30026.84,11659.42,0.0539,360,MS,Major Purchase,E,12 years,<50k,Fully Paid,0,Alpha Servicing,2019-02-17,2024-06-16,Expired,OriginatePro
L-100195,B-72204,Personal,2021-11-11,2026-10-16,419638.62,128798.82,0.1297,60,CO,Credit Card Refinancing,A,12 years,<50k,Late (16-30 days),29,Beta Loan Servicers,2024-05-06,2024-04-21,Missing,OriginatePro
L-100196,B-45269,Student,2023-10-04,2026-09-18,432991.82,378309.58,0.1119,36,NM,Home Improvement,F,5 years,<50k,Late (16-30 days),20,Gamma Collections,2025-11-01,2024-05-14,Expired,LendingWeb
L-100197,B-70161,Personal,2020-06-12,2050-01-06,154561.82,79832.77,0.1048,360,PA,Debt Consolidation,A,16 years,100k-150k,Charged Off,196,Gamma Collections,2021-05-13,2024-02-16,Available,LendingWeb
L-100198,B-46239,Personal,2021-02-08,2030-12-18,329779.2,284187.3,0.1082,120,IL,Home Improvement,E,7 years,<50k,Closed,0,Delta Financial,2023-01-15,2024-06-22,Missing,Legacy
L-100199,B-95904,Student,2021-04-25,2031-03-04,453921.22,192316.94,0.1184,120,PA,Other,E,6 years,100k-150k,Fully Paid,0,Beta Loan Servicers,2023-04-27,2024-08-22,Pending,LendingWeb
L-100200,B-32280,Mortgage,2021-04-18,2024-04-02,238036.53,164896.26,0.117,36,OK,Home Improvement,F,10 years,<50k,Late (16-30 days),21,Beta Loan Servicers,2023-06-19,2024-05-14,Pending,LendingWeb
L-100201,B-44152,Personal,2023-03-15,2026-02-27,237915.6,188694.36,0.1,36,SC,Debt Consolidation,D,6 years,<50k,Closed,0,Delta Financial,2024-10-07,2024-05-14,Available,OriginatePro
L-100202,B-28004,Mortgage,2021-11-04,2051-05-31,493659.84,401975.41,0.1484,360,GA,Credit Card Refinancing,G,5 years,<50k,Default,116,Beta Loan Servicers,2022-10-20,2024-01-01,Expired,LendingWeb
L-100203,B-37444,Mortgage,2019-10-11,2049-05-06,393679.4,284945.92,0.0455,360,XX,Other,D,12 years,>150k,Default,129,Alpha Servicing,2019-12-18,2024-04-24,Pending,Legacy
L-100204,B-52233,Mortgage,2018-03-15,2021-02-27,315210.03,94266.24,0.1132,36,MN,Credit Card Refinancing,B,3 years,>150k,Charged Off,181,Gamma Collections,2018-10-02,2024-02-27,Available,LendingWeb
L-100205,B-48119,Student,2023-11-02,2033-09-10,219664.29,142655.29,0.0461,120,NY,Credit Card Refinancing,G,6 years,50k-100k,Closed,0,Delta Financial,2023-12-21,2024-04-08,Missing,OriginatePro
L-100206,B-12872,Mortgage,2019-05-20,2029-03-28,356999.49,261931.14,0.075,120,SD,Credit Card Refinancing,G,17 years,<50k,Charged Off,43,Alpha Servicing,2021-04-18,2024-01-02,Available,Manual
L-100207,B-68237,Student,2019-05-22,2029-03-30,239826.19,53361.73,0.1134,120,SD,Debt Consolidation,C,13 years,<50k,Fully Paid,0,Gamma Collections,2021-03-19,2024-03-14,Available,Legacy
L-100208,B-47054,Auto,2019-03-12,2048-10-05,103330.1,26845.11,0.0616,360,ND,Home Improvement,C,13 years,100k-150k,Late (16-30 days),16,Delta Financial,2021-10-29,2024-04-23,Expired,LendingWeb
L-100209,B-40737,Auto,2018-02-22,2021-02-06,453905.62,348683.82,0.1103,36,GA,Debt Consolidation,G,16 years,<50k,Fully Paid,0,Alpha Servicing,2020-10-05,2024-05-21,Missing,Manual
L-100210,B-48800,Personal,2023-03-17,2026-03-01,54405.41,13044.32,0.0347,36,ME,Credit Card Refinancing,G,10 years,>150k,Fully Paid,0,Alpha Servicing,2023-07-22,2024-01-01,Missing,OriginatePro
L-100211,B-53078,Personal,2022-11-28,2032-10-06,439845.39,76691.91,0.1278,120,ID,Debt Consolidation,D,12 years,>150k,Late (31-120 days),129,Delta Financial,2025-03-26,2024-07-21,Missing,Legacy
L-100212,B-27368,Auto,2019-10-15,2022-09-29,210933.72,120780.7,0.1263,36,UT,Major Purchase,B,19 years,>150k,Closed,0,Gamma Collections,2021-08-01,2024-01-28,Missing,Manual
L-100213,B-73979,Auto,2022-08-12,2052-03-07,27756.3,8584.75,0.0677,360,VA,Other,E,18 years,50k-100k,Fully Paid,0,Gamma Collections,2024-02-24,2024-02-14,Missing,Manual
L-100214,B-55318,Student,2019-09-01,2022-08-16,10764.21,9122.64,0.0907,36,NM,Major Purchase,G,5 years,<50k,Closed,0,Delta Financial,2020-08-24,2024-04-11,Pending,Legacy
L-100215,B-76444,Mortgage,2022-03-31,2051-10-25,409466.14,66769.38,0.0833,360,OR,Major Purchase,A,15 years,>150k,Late (31-120 days),61,Delta Financial,2024-06-01,2024-01-04,Expired,Manual
L-100216,B-14696,Auto,2019-01-08,2028-11-16,445604.89,245023.0,0.1086,120,NJ,Credit Card Refinancing,C,1 years,50k-100k,Closed,0,Delta Financial,2020-01-12,2024-08-23,Pending,Manual
L-100217,B-24945,Auto,Not A Date,2023-06-12,173971.77,132898.27,0.1457,36,ME,Medical Expenses,E,11 years,<50k,Current,0,Beta Loan Servicers,2021-12-13,2024-03-27,Expired,Legacy
L-100218,B-43330,Mortgage,2023-01-01,2022-01-01,465457.05,192846.86,0.0848,36,IL,Other,C,3 years,>150k,Current,0,Alpha Servicing,2022-05-08,2024-08-15,Missing,Manual
L-100219,B-10568,Auto,2022-11-08,2052-06-03,462563.58,335296.24,0.1392,360,VT,Medical Expenses,B,4 years,<50k,Default,199,Gamma Collections,2024-05-07,2024-07-14,Missing,LendingWeb
L-100220,B-62149,Personal,2021-04-19,2050-11-13,403374.43,84928.07,0.1023,360,WV,Medical Expenses,C,17 years,100k-150k,Fully Paid,0,Beta Loan Servicers,2021-12-10,2024-04-20,Pending,LendingWeb
L-100221,B-98129,Mortgage,2019-12-30,2029-11-07,356624.6,252711.33,0.0975,120,PA,Medical Expenses,F,13 years,100k-150k,Closed,0,Delta Financial,2022-05-05,2024-01-17,Available,Legacy
L-100222,B-59921,Mortgage,2018-08-06,2021-07-21,103951.7,72781.58,0.0493,36,ME,Other,C,4 years,<50k,Fully Paid,0,Gamma Collections,2019-04-01,2024-01-12,Expired,Legacy
L-100223,B-90754,Mortgage,2022-05-12,2027-04-16,257906.54,190197.54,0.1135,60,VT,Other,A,12 years,>150k,Default,111,Alpha Servicing,2022-06-24,2024-05-07,Expired,OriginatePro
L-100224,B-93071,Personal,2020-03-15,2025-02-17,150617.97,151617.97,0.1119,60,ID,Home Improvement,F,16 years,<50k,Default,41,Delta Financial,2021-01-24,2024-05-05,Missing,LendingWeb
L-100225,B-10739,Personal,2023-03-26,2028-02-28,24770.59,20879.19,0.1016,60,WY,Other,E,9 years,>150k,Closed,0,Gamma Collections,2023-07-08,2024-06-17,Missing,OriginatePro
L-100226,B-78236,Auto,2023-09-01,2028-08-05,210885.97,111691.28,0.041,60,IA,Home Improvement,F,10 years,100k-150k,Late (31-120 days),106,Beta Loan Servicers,2025-11-09,2024-08-18,Available,Legacy
L-100227,B-97679,Personal,2022-12-31,2027-12-05,452725.75,267543.21,0.1045,60,AZ,Other,C,12 years,<50k,Default,96,Gamma Collections,2023-02-24,2024-06-17,Expired,Manual
L-100228,B-15747,Personal,2020-02-28,2030-01-06,259377.88,222693.93,0.0501,120,WY,Medical Expenses,E,0 years,<50k,Late (16-30 days),26,Beta Loan Servicers,2022-08-31,2024-07-27,Available,OriginatePro
L-100229,B-80484,Student,2018-10-23,2023-09-27,16757.71,11286.23,0.0345,60,CA,Debt Consolidation,B,8 years,<50k,Charged Off,89,Gamma Collections,2020-01-13,2024-07-15,Expired,Manual
L-100230,B-51471,Auto,2022-05-15,2025-04-29,269743.01,165389.74,0.1042,36,WI,Other,E,1 years,<50k,Late (31-120 days),159,Alpha Servicing,2023-04-06,2024-05-20,Available,LendingWeb
L-100231,B-67367,Student,2022-06-07,2025-05-22,239623.9,126227.69,0.0464,36,MT,Medical Expenses,C,20 years,50k-100k,Late (31-120 days),196,Gamma Collections,2022-07-18,2024-03-04,Available,Legacy
L-100232,B-85067,Student,2018-12-15,2028-10-23,108976.18,75536.23,0.1171,120,IN,Major Purchase,F,16 years,50k-100k,Late (16-30 days),18,Beta Loan Servicers,2020-10-06,2024-05-07,Available,OriginatePro
L-100233,B-97946,Auto,2023-03-05,2026-02-17,148873.07,22910.11,0.0418,36,WA,Medical Expenses,D,10 years,100k-150k,Late (16-30 days),26,Beta Loan Servicers,2023-07-15,2024-05-20,Available,OriginatePro
L-100234,B-51652,Student,2023-01-20,2032-11-28,310089.5,106838.36,0.1001,120,OR,Medical Expenses,C,10 years,>150k,Late (16-30 days),16,Gamma Collections,2023-10-29,2024-04-23,Expired,LendingWeb
L-100235,B-57118,Mortgage,2021-09-20,2051-04-16,234109.95,90598.98,0.0667,360,OK,Debt Consolidation,B,20 years,<50k,Current,101,Gamma Collections,2024-03-17,2024-03-18,Missing,LendingWeb
L-100236,B-92132,Auto,2018-11-05,2021-10-20,425545.7,257583.32,0.1275,36,PA,Major Purchase,G,18 years,50k-100k,Current,0,Gamma Collections,2020-06-13,2024-08-21,Missing,LendingWeb
L-100237,B-61445,Mortgage,2021-04-06,2026-03-11,235027.07,119471.22,0.0776,60,NC,Debt Consolidation,F,7 years,50k-100k,Closed,0,Beta Loan Servicers,2022-08-05,2024-03-06,Missing,Manual
L-100238,B-57028,Auto,2020-06-15,2050-01-09,119716.2,37289.88,0.0581,360,TX,Home Improvement,E,11 years,>150k,Default,147,Alpha Servicing,2020-08-24,2024-06-04,Pending,LendingWeb
L-100239,B-85842,Mortgage,2022-03-23,2051-10-17,185821.91,115705.59,0.1303,360,ND,Credit Card Refinancing,D,7 years,>150k,Late (31-120 days),119,Delta Financial,2024-07-11,2024-08-20,Available,OriginatePro
L-100240,B-67658,Mortgage,2020-07-31,2023-07-16,259697.93,84310.31,0.048,36,HI,Credit Card Refinancing,E,3 years,50k-100k,Default,115,Alpha Servicing,2022-01-05,2024-08-16,Missing,OriginatePro
